kernel,db_name,framework,n,median_s,q1_s,q3_s,iqr_s,min_s,max_s,ci95_median_lo_s,ci95_median_hi_s,ci95_block_lo_s,ci95_block_hi_s,block_len,lag1_autocorr,drift_spearman,iqr_over_median,max_over_min,ci95_width_over_median,largest_gap_frac,range_over_median,n_outliers_3iqr,flags
adi,adi,dace_cpu_autoopt,50,1.7890170770697296,1.7830434969509952,1.7978781857527792,0.014834688801784068,1.7758804759941995,1.8760832690168172,1.7857615483226255,1.794914945610799,1.7837565438821912,1.7968106134794652,6,0.2825249303763946,-0.5172148859543817,0.00829208898669773,1.0564242888961999,0.005116439303735428,0.3384823711650176,0.056009970115401056,2,possible-multimodal;outliers=2;drift(rho=-0.52)
adi,adi,numpy,50,0.3604498605709523,0.36019481206312776,0.36071729962714016,0.0005224875640124083,0.3592363791540265,0.3637535150628537,0.3603306158911437,0.3605780479265377,0.36029684089589864,0.3605646889191121,6,0.12262917009312913,0.23188475390156063,0.0014495429771696634,1.0125742719027084,0.000686453408532551,0.5110827299136006,0.012531939675804135,1,outliers=1
atax,atax,dace_cpu_autoopt,50,0.023085357854142785,0.022336454538162798,0.02341737924143672,0.0010809247032739222,0.021755208959802985,0.024368949001654983,0.022599022137001157,0.023286983487196267,0.022916308022104204,0.02326482511125505,6,-0.5706738183605548,0.04979591836734694,0.046822956356292515,1.1201431825675128,0.02980076611944968,0.182084278466778,0.11322068552569343,0,autocorrelated(r1=-0.57)
atax,atax,numpy,50,0.020344404969364405,0.02006050170166418,0.02055535849649459,0.0004948567948304117,0.01919535407796502,0.02093014703132212,0.020150875905528665,0.02042334689758718,0.020237960619851947,0.02042334689758718,6,0.23540566826300946,-0.0011044417767106843,0.024323974850854135,1.0903756683159351,0.013392920189546739,0.23460654776436446,0.08527125546160903,0,
atax,atax,pluto,50,0.02336421306245029,0.023258192639332265,0.023435939336195588,0.00017774669686332345,0.02302755182608962,0.023901699809357524,0.023323494475334883,0.02339128404855728,0.02331320696976036,0.02339331596158445,6,0.4656591992471285,-0.33080432172869145,0.007607647490126188,1.0379609604125402,0.0029014276252833236,0.17746628855404953,0.037413970713731724,1,outliers=1;autocorrelated(r1=+0.47)
bicg,bicg,dace_cpu_autoopt,50,0.022031263448297977,0.02169247454730794,0.022247968416195363,0.0005554938688874245,0.021196378860622644,0.022894981084391475,0.021809607045724988,0.022127805510535836,0.021728697000071406,0.022080078488215804,6,0.11352948242552996,0.2041296518607443,0.025213890714485515,1.080136434385233,0.014443042068721238,0.22901891743076258,0.07709962834201665,0,
bicg,bicg,numpy,50,0.01996092952322215,0.019532863283529878,0.020232680719345808,0.0006998174358159304,0.01898806495591998,0.021505712065845728,0.01973808789625764,0.02011625189334154,0.019719064934179187,0.02014886005781591,6,0.3361779814585721,0.18376950780312123,0.03505936108845917,1.1325910310382001,0.01894520977311973,0.20872188578194897,0.1261287510181711,0,autocorrelated(r1=+0.34)
bicg,bicg,pluto,50,0.02365401154384017,0.023564230650663376,0.023796159133780748,0.0002319284831173718,0.023362868931144476,0.025522576179355383,0.023594638099893928,0.023707353975623846,0.023581070126965642,0.023728713509626687,6,0.6319049023293952,-0.21296518607442977,0.00980503804555592,1.0924418681017318,0.004765190695921143,0.28419225707297385,0.09130405826547101,3,possible-multimodal;outliers=3;autocorrelated(r1=+0.63)
cholesky,cholesky,dace_cpu_autoopt,50,0.3269244770053774,0.32614324596943334,0.3281203349470161,0.0019770889775827527,0.32353834505192935,0.33003976894542575,0.3264976585051045,0.3276925489772111,0.32643255684524775,0.32775574643164873,6,0.06350927044036431,0.49282112845138054,0.006047540385145994,1.0200947553603048,0.00365494343847182,0.06414622888191672,0.019886623213560897,0,drift(rho=+0.49)
cholesky,cholesky,numpy,50,2.5673863345291466,2.5640509228105657,2.5703695358824916,0.006318613071925938,2.5583152070175856,2.583362663164735,2.565633285557851,2.5696185275446624,2.5649949801154435,2.569640654954128,6,0.40974839822615927,-0.05123649459783913,0.002461107230706188,1.0097906059731978,0.0015522564458698993,0.24811709419597436,0.009756013658825858,0,autocorrelated(r1=+0.41)
